WALKING, 85, 17:00:00.000
WALKING, 80, 17:00:10.000
WALKING, 88, 17:00:20.000
WALKING, 87, 17:00:30.000
WALKING, 85, 17:00:40.000
WALKING, 90, 17:00:50.000
UNKNOWN, 40, 17:01:00.000
WALKING, 88, 17:01:10.000
WALKING, 87, 17:01:20.000
WALKING, 85, 17:01:30.000
WALKING, 90, 17:01:40.000
WALKING, 88, 17:01:50.000
WALKING, 87, 17:02:00.000
WALKING, 85, 17:02:10.000
WALKING, 90, 17:02:20.000
WALKING, 88, 17:02:30.000
UNKNOWN, 40, 17:02:40.000
WALKING, 87, 17:02:50.000
WALKING, 85, 17:03:00.000
WALKING, 90, 17:03:10.000
WALKING, 88, 17:03:20.000
WALKING, 87, 17:03:30.000
STATIONARY, 98, 17:03:40.000
WALKING, 85, 17:03:50.000
WALKING, 90, 17:04:00.000
WALKING, 88, 17:04:10.000
WALKING, 87, 17:04:20.000
WALKING, 85, 17:04:30.000
WALKING, 90, 17:04:40.000
WALKING, 88, 17:04:50.000
WALKING, 87, 17:05:00.000
WALKING, 85, 17:05:10.000
WALKING, 90, 17:05:20.000
WALKING, 88, 17:05:30.000
WALKING, 87, 17:05:40.000
WALKING, 85, 17:05:50.000
WALKING, 90, 17:06:00.000
WALKING, 88, 17:06:10.000
WALKING, 87, 17:06:20.000
WALKING, 85, 17:06:30.000
WALKING, 90, 17:06:40.000
WALKING, 88, 17:06:50.000
WALKING, 87, 17:07:00.000
WALKING, 85, 17:07:10.000
WALKING, 90, 17:07:20.000
WALKING, 88, 17:07:30.000
WALKING, 87, 17:07:40.000
WALKING, 85, 17:07:50.000
WALKING, 90, 17:08:00.000
WALKING, 88, 17:08:10.000
WALKING, 87, 17:08:20.000
WALKING, 85, 17:08:30.000
WALKING, 90, 17:08:40.000
WALKING, 88, 17:08:50.000
WALKING, 87, 17:09:00.000
WALKING, 85, 17:09:10.000
WALKING, 90, 17:09:20.000
WALKING, 88, 17:09:30.000
WALKING, 87, 17:09:40.000
WALKING, 85, 17:09:50.000
WALKING, 90, 17:10:00.000
WALKING, 88, 17:10:10.000
WALKING, 87, 17:10:20.000
WALKING, 85, 17:10:30.000
WALKING, 90, 17:10:40.000
WALKING, 88, 17:10:50.000
WALKING, 87, 17:11:00.000
WALKING, 85, 17:11:10.000
WALKING, 90, 17:11:20.000
WALKING, 88, 17:11:30.000
WALKING, 87, 17:11:40.000
WALKING, 85, 17:11:50.000
WALKING, 90, 17:12:00.000
WALKING, 88, 17:12:10.000
WALKING, 87, 17:12:20.000
WALKING, 85, 17:12:30.000
WALKING, 90, 17:12:40.000
WALKING, 88, 17:12:50.000
WALKING, 87, 17:13:00.000
WALKING, 85, 17:13:10.000
WALKING, 90, 17:13:20.000
WALKING, 88, 17:13:30.000
WALKING, 87, 17:13:40.000
WALKING, 85, 17:13:50.000
WALKING, 90, 17:14:00.000
WALKING, 88, 17:14:10.000
WALKING, 87, 17:14:20.000
WALKING, 85, 17:14:30.000
WALKING, 90, 17:14:40.000
WALKING, 88, 17:14:50.000
WALKING, 87, 17:15:00.000
WALKING, 85, 17:15:10.000
WALKING, 90, 17:15:20.000
WALKING, 88, 17:15:30.000
WALKING, 87, 17:15:40.000
WALKING, 85, 17:15:50.000
WALKING, 90, 17:16:00.000
WALKING, 88, 17:16:10.000
WALKING, 87, 17:16:20.000
WALKING, 85, 17:16:30.000
WALKING, 90, 17:16:40.000
WALKING, 88, 17:16:50.000
WALKING, 87, 17:17:00.000
WALKING, 85, 17:17:10.000
WALKING, 90, 17:17:20.000
WALKING, 88, 17:17:30.000
WALKING, 87, 17:17:40.000
